,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
18370,37,0,123211,0,9,1,5,0,0,0,0,0,44,0,1
18371,42,0,33521,13,12,1,2,0,0,0,0,0,45,0,1
18373,35,0,410034,1,10,2,2,1,0,0,0,0,50,0,0
18374,51,0,175339,2,13,1,2,0,0,0,0,0,47,0,1
18376,49,0,168211,1,10,1,4,0,0,0,0,1485,40,0,1
18377,26,0,125680,2,13,0,3,1,2,0,0,0,16,8,0
18378,56,1,160829,0,9,2,1,1,0,1,0,0,46,0,0
18379,52,0,266529,1,10,1,3,0,0,0,0,0,45,0,1
18381,47,3,224149,2,13,2,0,1,0,1,0,0,40,0,1
18382,52,0,150930,4,11,1,4,0,0,0,0,0,40,0,0
18383,30,0,343699,0,9,2,4,3,0,1,0,0,40,0,0
18384,43,5,172826,1,10,1,2,0,0,0,99999,0,55,0,1
18387,42,0,213821,0,9,1,4,0,0,0,0,1887,40,0,1
18388,26,0,211265,1,10,5,4,5,1,1,0,0,35,9,0
18389,58,1,160586,0,9,1,6,0,0,0,0,0,40,0,0
18390,66,0,146454,1,10,1,2,0,0,0,5556,0,40,0,1
18391,30,0,203277,0,9,1,11,0,0,0,0,0,60,0,1
18392,46,0,309895,1,10,3,1,3,0,1,0,0,40,0,0
18393,45,0,26522,1,10,1,1,4,0,1,0,1902,35,0,1
18394,57,0,103809,0,9,0,2,3,0,1,0,0,40,0,0
18395,25,0,90291,2,13,0,0,2,0,0,0,0,40,0,0
18396,21,3,181761,1,10,0,10,2,0,1,0,0,10,0,0
18397,37,0,35330,0,9,2,4,1,0,0,0,1669,55,0,0
18398,45,1,135776,3,14,2,3,1,0,1,0,0,30,0,0
18400,39,0,179579,0,9,0,4,2,0,0,0,0,40,0,0
18401,42,0,193626,0,9,1,1,4,0,1,0,0,53,0,0
18402,20,0,108887,0,9,0,7,2,0,1,0,0,40,0,0
18403,23,0,199070,0,9,0,11,2,1,0,0,0,16,0,0
18404,25,0,441591,2,13,0,10,2,0,0,0,0,40,0,0
18405,47,0,185254,12,3,0,12,2,0,1,0,0,40,13,0
18406,24,0,109307,0,9,0,2,2,0,0,0,0,45,0,0
18408,35,0,23621,0,9,0,4,1,0,0,0,0,70,0,0
18409,44,1,145178,0,9,1,5,4,1,1,0,0,38,18,1
18410,47,3,30575,1,10,1,3,0,0,0,0,0,50,0,0
18411,28,3,130620,5,7,3,1,3,2,1,0,0,40,31,0
18412,41,1,22155,3,14,2,3,3,0,1,0,0,60,0,0
18413,31,0,106437,0,9,0,1,1,0,1,0,0,40,0,0
18414,27,0,79787,3,14,0,0,1,0,1,0,0,25,0,0
18415,47,0,326857,4,11,1,4,0,0,0,5013,0,40,0,0
18416,44,0,81853,0,9,0,2,1,2,1,0,0,40,0,0
18417,61,0,120933,1,10,0,12,1,0,1,0,0,40,0,0
18418,42,4,153143,1,10,2,1,5,0,1,0,0,40,39,0
18419,46,0,27669,0,9,0,5,1,0,1,0,0,28,0,0
18420,46,0,105444,2,13,1,0,0,0,0,0,0,50,0,1
18421,54,1,169785,3,14,4,3,3,0,1,0,0,38,0,0
18422,49,0,122493,0,9,4,10,3,0,0,0,0,40,0,0
18423,56,1,242670,1,10,4,1,3,0,1,0,0,40,0,0
18424,52,0,54933,3,14,2,3,2,0,1,0,0,40,0,0
18425,34,0,209317,0,9,1,8,0,0,0,0,0,40,39,0
18426,25,2,282631,0,9,1,4,0,0,0,0,0,40,0,0
18427,18,0,98044,5,7,0,3,2,0,1,0,0,40,0,0
18428,58,0,187487,0,9,1,7,0,0,0,0,0,40,0,0
18429,31,3,60186,2,13,2,3,1,0,0,0,0,40,0,0
18430,29,0,75648,1,10,1,4,0,0,0,0,0,55,0,0
18431,28,0,201175,5,7,0,7,1,1,0,0,0,40,0,0
18432,30,0,19302,1,10,0,1,1,0,0,0,0,48,0,0
18434,44,0,146659,3,14,1,3,0,0,0,0,1887,35,0,1
18435,75,0,101887,11,6,4,12,1,0,1,0,0,70,0,0
18437,26,0,60726,1,10,1,4,0,1,0,0,0,40,0,0
18438,33,5,201763,2,13,1,2,0,0,0,0,0,50,0,1
18439,57,5,119253,3,14,1,2,0,0,0,15024,0,65,0,1
18440,47,2,121124,12,3,1,2,0,0,0,0,0,55,7,1
18441,41,0,220132,0,9,1,0,0,0,0,7298,0,40,0,1
18442,21,0,60639,1,10,0,5,1,0,1,0,0,37,0,0
18443,17,0,195262,5,7,0,4,2,0,0,0,0,17,0,0
18446,22,0,100587,1,10,0,5,2,1,1,0,0,15,0,0
18447,47,0,298130,0,9,1,2,0,0,0,0,0,40,0,0
18448,45,0,242391,2,13,1,0,0,0,0,0,0,40,0,1
18449,32,2,197867,4,11,2,2,3,0,0,0,0,50,0,0
18450,59,0,151977,11,6,3,12,1,1,1,0,0,30,0,0
18451,38,0,277347,0,9,1,4,0,0,0,0,0,50,0,0
18452,33,0,125249,0,9,3,11,2,0,1,0,0,40,0,0
18453,41,0,222142,0,9,1,7,0,0,0,0,0,40,0,0
18454,51,0,270194,15,5,1,8,0,0,0,0,0,40,0,0
18455,42,0,169995,0,9,1,2,0,0,0,0,0,48,0,0
18456,27,0,359155,2,13,1,3,4,0,1,0,0,40,0,1
18457,60,0,123992,1,10,1,4,0,0,0,0,0,45,0,0
18458,64,1,266080,0,9,2,1,1,0,1,0,0,35,0,0
18459,37,0,201531,13,12,1,7,0,0,0,0,0,40,0,1
18460,54,2,179704,2,13,1,0,0,0,0,0,0,45,0,1
18461,36,0,393673,13,12,1,0,4,0,1,0,0,50,0,1
18463,41,2,438696,3,14,2,2,3,0,0,0,0,5,0,1
18464,35,2,207568,14,4,1,6,0,0,0,0,0,75,0,0
18465,63,5,54052,3,14,1,2,0,0,0,0,0,68,0,1
18466,46,0,187581,0,9,2,4,5,0,0,0,0,40,0,0
18467,47,2,77102,3,14,2,3,1,0,0,0,0,40,0,0
18468,24,0,353010,2,13,0,7,1,0,0,0,0,65,0,0
18469,29,0,54131,1,10,0,2,1,0,0,0,0,30,0,0
18470,74,4,39890,1,10,4,8,1,0,1,0,0,18,0,0
18471,50,0,156877,5,7,1,8,0,0,0,0,0,70,0,1
18472,22,0,355686,1,10,0,1,1,0,1,0,0,40,0,0
18473,48,0,300168,10,8,3,1,2,1,1,0,0,40,0,0
18474,30,0,488720,15,5,1,9,5,0,0,0,0,40,1,0
18475,32,0,157287,2,13,1,2,0,0,0,0,0,40,0,0
18476,39,0,184659,0,9,1,7,0,0,0,0,0,40,0,0
18477,49,0,214169,1,10,1,4,0,0,0,0,0,40,0,1
18478,25,0,192149,2,13,0,1,2,0,1,0,0,40,0,0
18479,50,0,137253,2,13,1,1,4,0,1,0,0,40,0,1
18480,44,0,373050,0,9,1,8,0,0,0,0,0,40,0,0
18481,65,0,90377,4,11,1,6,0,0,0,6767,0,60,0,0
18482,28,4,183151,13,12,1,1,0,0,0,0,0,60,0,0
18483,55,0,227158,2,13,4,1,3,0,1,0,0,40,0,0
18484,49,1,34021,2,13,0,3,2,0,1,0,0,50,0,0
18485,31,0,165148,0,9,3,0,3,0,1,0,0,12,0,0
18486,47,0,211668,0,9,1,7,4,1,1,0,0,40,0,1
18487,45,0,358886,0,9,1,8,0,0,0,0,0,40,0,1
18488,35,0,47707,0,9,0,5,1,1,1,0,0,40,0,0
18489,34,2,306982,2,13,1,2,0,2,0,0,0,60,32,0
18490,49,1,52590,0,9,4,11,1,1,0,0,0,40,0,0
18492,27,0,158156,0,9,0,5,1,0,1,0,0,42,0,0
18493,42,0,70055,0,9,1,9,0,0,0,0,0,40,0,0
18495,64,2,177825,0,9,0,5,1,0,0,1055,0,40,0,0
18496,33,0,127215,1,10,1,2,0,0,0,0,0,48,0,1
18497,23,0,175183,1,10,0,1,1,0,1,0,0,40,0,0
18498,45,0,142287,3,14,1,0,0,0,0,0,0,50,0,1
18499,34,0,221324,0,9,0,7,3,1,1,0,0,40,0,0
18500,53,0,227602,0,9,2,2,1,0,1,0,0,37,1,0
18501,22,0,228452,11,6,0,4,1,0,0,0,0,30,0,0
18502,57,3,39380,0,9,3,5,1,0,1,0,0,35,0,0
18504,23,0,336360,14,4,0,4,2,1,0,0,0,40,0,0
18505,31,0,257644,5,7,0,8,3,0,0,0,0,40,0,0
18506,23,3,235853,2,13,0,10,1,0,0,0,0,22,0,0
18507,30,0,270577,0,9,3,1,3,0,1,0,0,40,0,0
18508,32,1,222900,2,13,3,3,1,0,1,0,0,50,0,1
18509,42,0,99254,13,12,1,1,4,1,1,0,0,40,0,1
18510,51,0,224763,14,4,1,8,0,0,0,0,0,40,15,0
18511,59,2,174056,2,13,1,2,0,0,0,15024,0,40,0,1
18512,36,0,127306,2,13,0,0,2,0,1,0,0,40,0,0
18513,45,0,339506,0,9,0,2,1,1,0,0,0,40,0,0
18514,35,0,178322,4,11,1,2,0,0,0,0,0,50,16,1
18515,33,0,189843,14,4,1,7,0,0,0,0,0,40,0,0
18516,43,0,160815,4,11,2,3,3,0,1,0,0,40,0,0
18517,60,0,207665,0,9,1,10,4,0,1,0,0,40,0,1
18518,37,3,160402,2,13,1,3,0,0,0,0,0,55,0,1
18519,35,0,170263,1,10,0,10,3,0,1,0,0,40,0,0
18520,36,0,184659,1,10,1,1,0,0,0,0,0,52,0,0
18521,38,4,338320,8,15,1,3,0,0,0,0,1977,50,0,1
18522,54,0,101017,14,4,1,4,0,0,0,0,0,40,0,0
18523,51,0,204322,4,11,1,9,0,0,0,0,0,40,0,1
18524,45,0,241350,13,12,1,4,0,0,0,0,0,45,0,1
18525,63,4,217994,1,10,2,0,3,0,1,0,0,40,0,0
18526,51,0,128143,1,10,1,4,0,0,0,0,0,40,0,1
18527,58,2,164065,3,14,2,2,1,0,0,0,0,18,0,0
18528,64,1,78866,0,9,2,1,1,0,1,0,0,40,0,0
18529,20,0,236769,1,10,0,9,2,0,0,0,0,40,0,0
18530,44,4,239539,2,13,1,1,0,2,0,0,0,40,5,1
18531,39,0,34028,2,13,2,0,3,0,1,0,0,48,0,0
18532,45,3,207847,1,10,0,1,3,0,1,0,0,40,0,0
18533,44,0,175935,9,16,1,1,0,0,0,0,0,55,0,1
18534,22,4,218445,1,10,0,0,1,0,1,0,0,40,0,0
18535,63,5,215833,0,9,1,0,0,0,0,0,0,40,0,1
18536,26,0,156976,4,11,3,5,1,1,0,0,0,40,0,0
18537,42,2,220647,2,13,1,6,0,0,0,0,0,45,0,0
18538,20,0,218343,0,9,0,5,2,0,1,0,0,25,0,0
18539,29,0,241431,3,14,1,2,0,0,0,7298,0,40,0,1
18540,38,1,123983,2,13,0,0,3,2,0,0,1741,40,23,0
18541,25,0,73289,0,9,0,8,2,0,0,0,0,40,0,0
18542,27,0,408623,2,13,1,4,5,0,0,0,0,50,0,0
18543,46,0,169180,4,11,2,1,1,0,1,0,0,40,0,0
18544,31,0,54929,1,10,2,4,1,0,0,0,0,60,0,0
18545,24,0,306779,4,11,0,0,2,0,0,0,0,35,0,0
18546,43,0,159549,1,10,1,2,0,0,0,0,0,50,0,1
18547,23,0,482082,10,8,0,7,2,0,0,0,0,21,1,0
18548,32,1,286101,0,9,0,8,3,1,1,0,0,37,0,0
18549,44,0,167955,0,9,1,4,0,0,0,0,0,40,40,0
18550,40,2,209040,2,13,1,2,0,0,0,0,0,40,0,0
18551,38,0,105017,0,9,2,4,3,0,0,0,0,40,0,0
18552,23,0,27776,4,11,0,7,1,0,0,0,0,40,0,0
18553,19,0,242941,1,10,0,2,2,0,1,0,1602,10,0,0
18554,41,0,118853,1,10,1,2,0,0,0,0,0,40,0,0
18555,48,0,119565,0,9,1,4,0,0,0,0,0,40,0,0
18556,23,0,196827,1,10,1,7,0,0,0,0,1902,40,0,0
18557,47,0,275361,13,12,4,5,2,0,1,0,0,35,0,0
18558,42,0,225193,0,9,1,4,0,0,0,0,0,40,0,0
18559,17,0,329783,11,6,0,2,5,0,1,0,0,10,0,0
18560,29,1,107411,8,15,0,3,1,0,1,0,0,70,0,0
18561,21,3,258490,1,10,0,3,1,0,1,0,0,20,0,0
18563,31,0,219509,0,9,1,5,0,0,0,0,0,40,1,1
18564,27,1,29174,2,13,0,3,3,0,1,0,0,40,0,0
18565,29,0,40083,9,16,0,3,1,0,0,0,0,40,29,0
18566,23,0,87528,2,13,0,2,1,0,1,0,0,45,0,0
18567,41,0,116379,3,14,1,3,0,2,0,0,0,55,21,1
18568,46,1,216214,2,13,1,3,0,0,0,0,0,35,0,1
18569,34,0,268051,1,10,1,11,5,1,1,0,0,25,27,0
18570,42,2,121718,0,9,1,4,0,0,0,0,0,24,0,0
18571,18,0,201901,0,9,0,9,2,0,1,0,1719,15,0,0
18572,46,0,109089,0,9,2,4,1,0,0,0,0,37,0,0
18574,52,0,284129,1,10,1,4,0,0,0,0,0,40,0,1
18575,56,0,143030,0,9,2,4,3,0,1,0,0,40,0,0
18576,21,0,212619,4,11,0,7,2,0,0,0,0,40,0,0
18577,22,2,199011,0,9,0,4,5,0,0,0,0,20,0,0
18578,31,0,118901,2,13,2,1,3,0,1,0,0,45,0,0
18579,41,2,129865,0,9,1,5,0,0,0,0,0,60,0,0
18580,25,0,157900,1,10,3,1,3,0,1,0,0,40,0,0
18581,43,2,349341,2,13,2,0,1,0,0,0,0,60,0,0
18582,45,0,158685,0,9,3,2,1,0,1,0,0,40,0,0
18583,26,0,386585,1,10,2,10,1,0,0,0,0,60,0,0
18584,90,0,52386,1,10,0,5,1,2,0,0,0,35,0,0
18585,45,0,246891,2,13,1,2,0,0,0,0,1902,40,0,1
18586,30,0,190385,2,13,1,5,4,0,1,0,0,40,0,1
18587,42,0,37869,1,10,1,4,0,0,0,0,0,40,0,0
18588,20,0,217807,1,10,0,9,2,0,0,0,0,35,0,0
18589,53,0,149784,2,13,1,3,0,0,0,7688,0,40,0,1
18590,64,3,201293,0,9,4,1,1,0,1,0,0,38,0,0
18591,56,0,128764,14,4,4,8,1,0,0,0,0,20,0,0
18592,42,0,27444,1,10,5,3,1,0,0,0,0,40,0,1
18593,26,0,62438,2,13,1,2,4,0,1,0,0,40,0,1
18594,31,1,151726,13,12,0,1,2,4,1,0,0,40,0,0
18595,40,0,29841,2,13,1,1,4,0,1,0,0,40,0,0
18596,58,0,131608,1,10,4,4,1,0,0,0,0,40,0,0
18597,41,0,110562,2,13,1,0,0,0,0,0,0,40,0,0
18598,58,5,190541,0,9,0,2,1,0,0,0,0,47,0,0
18599,62,3,33142,3,14,1,3,0,0,0,0,0,60,0,1
18600,65,5,139272,2,13,1,2,0,0,0,99999,0,60,0,1
18601,40,0,234633,1,10,0,4,1,0,0,0,0,40,0,0
18602,45,1,238386,1,10,1,11,0,0,0,0,0,40,0,1
18603,22,0,460835,0,9,0,4,2,0,0,0,0,55,0,0
18605,63,4,97855,3,14,1,0,0,0,0,0,0,50,0,1
18606,39,0,77146,2,13,1,0,0,0,0,0,1887,50,0,1
18607,37,0,200863,1,10,4,4,3,0,0,0,0,40,0,0
18609,56,0,77415,5,7,1,6,0,0,0,0,0,50,0,0
18610,32,0,236770,1,10,2,2,1,0,0,0,0,50,0,0
18611,53,4,173093,1,10,1,0,4,2,1,0,1887,40,5,1
18612,32,0,235124,4,11,2,3,1,0,0,0,0,40,0,0
18613,23,2,282604,5,7,1,8,0,0,0,7688,0,60,0,1
18614,35,0,199288,5,7,3,8,1,0,0,0,0,90,0,0
18615,51,0,191659,1,10,1,0,0,0,0,0,1887,65,0,1
18616,19,0,43285,1,10,0,1,2,0,1,0,0,20,0,0
18617,41,0,160837,5,7,5,7,1,0,0,0,0,40,22,0
18618,22,0,230574,11,6,0,8,2,0,0,0,0,25,0,0
18619,23,0,176178,0,9,0,10,2,0,1,0,0,40,0,0
18620,36,0,116358,3,14,1,0,0,2,0,0,0,40,21,1
18622,45,0,107787,4,11,1,4,0,0,0,0,0,40,29,0
18623,23,2,519627,0,9,0,6,1,0,0,0,0,25,1,0
18624,21,0,191460,5,7,0,5,3,1,1,0,0,40,0,0
18625,44,0,198282,3,14,1,0,0,0,0,15024,0,40,0,1
18626,29,0,214858,2,13,1,2,0,0,0,0,0,40,0,1
18627,36,2,64875,4,11,1,10,0,0,0,0,0,60,0,0
18628,18,0,675421,15,5,0,9,2,0,0,594,0,40,0,0
18629,62,2,134768,10,8,1,4,0,0,0,0,0,40,0,1
18630,25,4,207342,1,10,0,0,1,1,0,0,0,40,0,0
18631,34,0,64830,13,12,2,0,1,0,1,0,0,45,0,0
18632,31,0,220066,2,13,0,0,1,0,1,14344,0,50,0,1
18633,37,0,82521,2,13,1,0,0,0,0,15024,0,40,0,1
18634,33,0,176711,2,13,1,6,0,0,0,0,0,40,11,0
18636,28,0,111900,13,12,1,2,0,0,0,0,0,30,0,0
18638,47,0,481987,0,9,1,5,0,0,0,0,0,40,0,1
18641,34,0,158420,2,13,1,0,0,0,0,0,0,70,0,0
18642,26,0,256000,8,15,1,3,0,0,0,99999,0,60,0,1
18643,36,0,183892,1,10,1,4,0,0,0,7298,0,44,0,1
18644,28,0,42734,0,9,0,9,2,0,0,0,0,40,0,0
18645,22,0,181773,0,9,0,8,2,1,0,0,0,40,0,0
18646,47,0,184945,1,10,3,5,1,1,1,0,0,35,0,0
18647,33,0,107248,4,11,0,1,1,0,0,0,0,45,0,0
18648,34,5,215382,3,14,3,3,1,0,1,4787,0,40,0,1
18649,25,0,122999,0,9,0,4,2,0,0,0,0,40,0,0
18650,37,0,758700,15,5,1,9,0,0,0,3781,0,50,1,0
18651,36,3,166606,0,9,1,11,0,0,0,0,0,40,0,0
18654,57,0,205708,1,10,1,4,0,0,0,0,0,40,40,0
18655,55,0,67450,9,16,0,3,1,0,0,0,0,40,11,0
18656,20,0,242077,0,9,2,2,1,1,1,0,0,40,0,0
18657,43,0,129573,0,9,0,2,1,1,1,0,0,44,0,0
18658,54,0,181132,0,9,1,7,0,0,0,0,0,40,11,1
18659,25,0,212302,1,10,3,1,3,0,1,0,0,40,0,0
18660,42,0,83411,1,10,2,0,1,0,0,0,1408,40,0,0
18662,17,0,317681,5,7,0,4,2,0,0,0,0,10,0,0
18664,63,0,30602,14,4,5,5,3,4,1,0,0,40,0,0
18665,19,0,172893,1,10,0,0,2,0,1,0,0,30,0,0
18666,56,5,211804,2,13,1,2,0,0,0,15024,0,50,0,1
18667,33,2,312055,2,13,1,2,0,0,0,0,0,45,0,1
18668,37,0,65390,2,13,1,6,0,0,0,0,0,50,0,0
18669,27,0,200500,14,4,1,8,0,0,0,0,0,45,0,0
18670,36,1,241962,2,13,1,1,0,0,0,0,0,40,0,0
18671,30,5,78530,0,9,1,0,0,0,0,0,0,65,29,1
18672,22,0,189950,2,13,0,3,1,0,0,0,0,55,0,0
18673,35,0,111387,1,10,1,9,0,0,0,0,1579,40,0,0
18674,20,0,241951,0,9,0,9,1,0,0,0,0,45,0,0
18675,18,0,343059,1,10,0,2,2,0,1,0,0,40,0,0
18676,25,0,302465,10,8,0,7,1,0,0,0,1741,40,0,0
18677,53,0,156843,3,14,0,3,1,0,1,0,1564,54,0,1
18679,19,0,55284,0,9,0,2,2,0,1,0,0,35,0,0
18680,34,0,509364,0,9,2,7,1,0,0,0,0,30,0,0
18681,32,3,117927,1,10,0,1,1,1,1,0,0,40,0,0
18682,20,0,137651,1,10,0,7,2,4,0,0,0,40,0,0
18683,70,0,131060,14,4,1,5,0,0,0,0,0,25,0,0
18684,57,0,346963,2,13,1,0,0,0,0,0,0,40,0,1
18685,54,0,183611,1,10,1,2,0,0,0,3137,0,50,0,0
18686,34,0,134737,4,11,1,7,0,0,0,0,0,40,0,0
18687,48,0,36503,1,10,1,0,0,0,0,0,0,40,0,1
18688,42,0,250121,5,7,1,5,4,0,1,0,0,40,0,0
18689,45,0,330535,0,9,0,1,1,0,0,3325,0,40,0,0
18690,27,0,387776,1,10,0,5,2,0,0,0,0,40,0,0
18691,51,0,41474,11,6,1,5,0,0,0,0,0,40,1,0
18692,36,1,318972,1,10,2,1,3,0,1,0,0,65,0,0
18693,33,0,86143,1,10,0,0,2,2,0,0,0,40,5,0
18694,50,0,181139,1,10,0,6,1,0,0,0,0,40,0,0
18695,44,0,326232,2,13,2,0,3,0,0,0,2547,50,0,1
18696,39,1,153976,3,14,1,3,0,0,0,0,0,40,0,1
18697,55,2,59469,15,5,1,6,0,0,0,0,0,25,0,0
18698,24,0,127139,1,10,0,1,2,0,1,0,0,40,0,0
18699,35,0,136343,0,9,0,2,1,0,0,0,0,40,0,0
18700,32,2,350624,10,8,1,4,0,0,0,0,0,40,0,0
18702,68,0,166149,0,9,4,1,1,0,1,0,2206,30,0,0
18703,29,0,121523,5,7,1,8,0,0,0,0,0,60,0,0
18704,24,2,267396,2,13,0,2,1,0,0,0,0,40,0,0
18705,61,0,83045,15,5,1,7,0,0,0,0,0,40,0,0
18706,34,0,160449,0,9,1,7,0,0,0,0,0,44,0,1
18707,55,5,124137,8,15,1,3,0,0,0,0,2415,35,35,1
18709,41,0,154194,0,9,0,2,2,0,1,0,0,40,0,0
18710,36,2,295127,0,9,1,6,0,0,0,0,0,84,0,0
18711,60,0,240521,0,9,1,4,0,0,0,7298,0,40,0,1
18712,61,2,244087,0,9,1,4,0,0,0,0,0,52,0,1
18713,35,0,356250,8,15,1,2,0,2,0,0,0,35,2,0
18714,42,3,293791,2,13,1,0,0,0,0,0,0,50,0,1
18715,26,0,44308,2,13,0,10,1,0,0,0,0,40,0,0
18716,44,1,210527,1,10,0,5,3,1,1,0,0,40,0,0
18717,31,3,151763,3,14,0,1,1,0,0,0,0,25,0,0
18718,39,3,267581,0,9,0,5,1,1,0,0,0,40,0,0
18719,20,0,100188,1,10,0,10,2,0,1,0,0,24,0,0
18720,32,5,111746,1,10,1,4,0,0,0,0,0,40,0,0
18721,32,2,171091,0,9,1,2,0,0,0,0,0,40,0,0
18722,61,0,355645,15,5,1,7,0,1,0,0,0,20,19,0
18723,54,1,137678,1,10,2,1,3,0,1,0,0,40,0,0
18724,23,0,70894,13,12,0,4,5,0,0,0,0,40,0,0
18725,19,0,171306,0,9,0,2,2,0,0,0,0,3,0,0
18726,31,0,100997,1,10,1,3,0,4,0,0,0,40,0,0
18727,35,0,63921,12,3,1,9,0,0,0,0,0,40,1,0
18728,29,0,32897,0,9,2,5,1,0,1,0,0,25,0,0
18729,29,1,251854,0,9,0,11,1,1,1,0,0,40,0,0
18730,25,0,345121,11,6,3,5,2,0,1,0,0,25,0,0
18731,46,0,86220,2,13,2,2,1,0,1,0,0,40,0,0
18732,35,0,172845,4,11,0,5,3,0,1,0,0,30,0,0
18733,20,0,171398,11,6,0,2,1,3,0,0,0,40,0,0
18734,24,2,174391,0,9,1,1,4,0,1,0,0,40,0,0
18735,48,0,207058,0,9,2,1,3,0,1,0,0,37,0,0
18736,37,0,291251,0,9,2,7,1,0,1,0,0,40,0,0
18737,60,2,224377,0,9,1,2,0,0,0,0,0,40,0,0
18738,39,0,105813,0,9,1,4,0,0,0,0,0,40,0,0
18739,29,1,180916,1,10,3,1,3,0,1,0,0,38,0,0
18740,31,2,122749,4,11,2,4,2,0,0,0,0,20,0,0
18741,38,0,31069,4,11,1,4,0,0,0,4386,0,40,0,1
18742,26,2,284343,13,12,0,4,1,0,0,0,0,40,0,0
18743,64,0,319371,2,13,1,0,0,0,0,15024,0,40,0,1
18744,46,0,174224,4,11,2,11,1,1,0,0,0,40,0,0
18746,39,0,127772,0,9,1,2,0,0,0,3103,0,44,0,1
18747,48,0,80651,0,9,2,7,1,0,1,0,0,55,0,0
18748,46,0,62793,0,9,2,2,5,0,1,0,0,40,0,0
18749,42,0,191712,2,13,2,2,1,0,0,0,1590,40,0,0
18750,39,2,237532,0,9,1,2,4,1,1,0,0,54,9,1
18751,50,4,20179,3,14,1,10,0,0,0,0,0,40,0,1
18752,24,0,311376,2,13,0,3,1,0,1,0,0,40,0,0
18753,30,0,432565,4,11,1,10,5,0,1,0,0,40,29,1
18754,39,5,329980,2,13,1,2,0,0,0,0,2415,60,0,1
18755,29,2,125190,0,9,1,4,0,0,0,0,0,40,0,0
18756,23,0,342946,5,7,0,8,2,0,1,0,0,38,0,0
18758,32,0,123429,11,6,3,4,1,0,0,0,0,40,0,0
18759,69,5,69209,2,13,1,7,0,0,0,3818,0,30,0,0
18760,55,0,66356,0,9,3,9,3,0,0,0,0,40,0,0
18761,41,0,195897,1,10,1,2,0,0,0,0,0,50,0,0
18762,44,5,153132,2,13,1,0,0,0,0,7688,0,52,0,1
18763,18,0,230875,5,7,0,1,1,0,0,0,0,40,0,0
18764,74,2,92298,2,13,1,0,0,0,0,0,0,10,0,0
18765,40,0,185145,9,16,1,3,0,0,0,0,0,40,0,1
18766,27,0,297296,0,9,1,4,0,0,0,0,0,40,0,0
18768,55,0,145214,0,9,2,1,1,0,1,0,0,40,0,0
18769,52,2,242341,14,4,1,4,0,4,0,0,0,40,0,0
18770,54,0,240542,1,10,2,2,3,0,1,0,0,48,0,0
18771,36,0,104772,0,9,2,4,3,0,0,0,0,48,0,0
18773,26,0,181666,0,9,0,9,2,0,1,0,0,40,0,0
18774,18,0,415520,5,7,0,4,2,0,0,0,0,20,0,0
18775,38,0,258761,0,9,2,0,1,0,0,0,0,50,0,0
18776,50,0,88842,2,13,1,8,0,0,0,7298,0,40,0,1
18778,32,0,158438,1,10,1,0,0,0,0,0,0,60,0,1
18779,57,0,206206,2,13,1,2,0,0,0,0,0,40,0,1
18780,20,0,51816,0,9,0,11,2,1,0,0,0,40,0,0
18781,27,0,253814,1,10,0,1,1,0,1,0,0,40,0,0
18782,31,2,161745,2,13,5,0,1,0,0,0,1980,60,0,0
18783,60,0,162947,12,3,2,7,1,0,1,0,0,40,39,0
18784,52,0,163027,0,9,2,4,3,0,1,0,0,50,0,0
18785,61,0,146788,14,4,1,8,0,0,0,0,0,40,0,0
18786,57,2,73309,0,9,4,4,1,0,0,0,0,55,0,1
18788,59,2,104216,8,15,1,2,0,0,0,0,0,25,0,0
18789,34,2,345705,0,9,0,4,1,0,0,0,0,45,0,1
18790,31,0,133770,13,12,1,4,1,2,0,0,0,50,0,1
18791,42,0,209392,0,9,2,11,1,1,0,0,0,35,0,0
18792,70,0,262345,1,10,0,1,1,0,1,0,0,6,0,0
18795,29,0,490332,1,10,1,8,0,0,0,0,0,45,0,1
18796,27,0,211570,5,7,0,9,5,1,0,0,0,40,0,0
18797,25,0,374918,10,8,1,5,4,0,1,0,0,40,0,0
18798,51,0,106728,2,13,1,0,0,0,0,5178,0,60,0,1
18800,35,0,174597,2,13,1,4,0,0,0,0,0,40,0,0
18801,36,2,233533,1,10,1,4,0,0,0,0,0,60,0,1
18803,46,0,133169,4,11,1,4,0,0,0,0,0,40,0,0
18804,52,0,198824,4,11,3,5,3,0,1,0,0,35,0,0
18805,65,0,174056,14,4,1,7,0,0,0,0,0,40,0,0
18806,43,0,188696,4,11,2,7,1,0,0,0,0,40,0,0
18807,41,1,90692,0,9,2,3,3,2,1,0,0,40,0,0
18808,34,0,271933,2,13,0,0,5,0,1,0,1741,45,0,0
18809,47,2,102359,2,13,1,0,0,0,0,0,0,30,0,0
18810,49,4,213668,3,14,0,0,1,0,0,0,0,56,0,1
18811,21,0,294789,1,10,0,5,1,0,1,0,0,25,0,0
18812,20,0,157599,1,10,0,5,1,0,1,0,0,25,0,0
18813,18,1,134935,10,8,0,11,2,0,0,0,0,40,0,0
18814,27,0,466224,1,10,0,2,1,1,0,0,0,40,0,0
18815,34,2,111985,0,9,1,4,0,0,0,0,0,50,0,0
18816,38,0,264627,1,10,2,1,3,0,1,0,0,40,0,0
18817,24,0,213427,0,9,0,1,1,0,0,0,0,40,0,0
18818,34,0,279015,1,10,0,2,1,0,0,0,0,65,0,0
